Acoustic Reflex Left Ear, 1KHz, 47	int	-15,128	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 46	int	-15,126	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 49	int	-12,128	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 48	int	-14,128	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 46	int	-17,76	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 58	int	-14,70	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 68	int	-9,67	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 07	int	-13,82	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 55	int	-10,54	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 54	int	-8,58	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 57	int	-15,58	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 56	int	-16,51	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 58	int	-35,43	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 59	int	-53,95	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 53	int	-10,51	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 52	int	-1,51	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 54	int	-18,53	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 55	int	-17,76	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 56	int	-20,55	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 57	int	-28,52	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 50	int	-33,130	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 51	int	-28,59	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 52	int	-23,39	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 53	int	-19,40	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 08	int	-115,74	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 19	int	-41,69	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 48	int	-4,51	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 84	int	-32,49	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 38	int	-9,51	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 34	int	-16,63	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 35	int	-16,52	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 36	int	-16,51	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 37	int	-29,53	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 30	int	-20,69	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 31	int	-20,52	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 32	int	-20,67	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 33	int	-18,96	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 48	int	-23,71	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 38	int	-18,71	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 39	int	-18,43	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 47	int	-15,68	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 49	int	-27,77	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 12	int	-62,46	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 41	int	-9,51	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 06	int	-118,53	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 13	int	-55,44	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 02	int	-31,61	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 07	int	-117,76	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 49	int	-36,151	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 48	int	-38,151	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 47	int	-39,151	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 46	int	-41,151	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 45	int	-42,141	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 44	int	-43,128	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 43	int	-45,131	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 42	int	-45,104	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 41	int	-45,48	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 40	int	-43,48	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 20	int	-20,72	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 21	int	-19,70	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 68	int	-25,66	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 69	int	-27,98	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 24	int	-13,66	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 25	int	-14,66	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 26	int	-13,66	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 27	int	-16,64	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 62	int	-24,60	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 63	int	-5,108	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 60	int	-13,103	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 30	int	-60,47	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 66	int	-15,133	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 67	int	-21,114	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 64	int	-3,134	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 65	int	-7,134	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 27	int	-31,64	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 26	int	-35,73	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 25	int	-37,80	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 24	int	-38,74	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 23	int	-36,80	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 22	int	-34,71	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 21	int	-32,49	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 20	int	-37,78	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 01	int	-119,47	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 02	int	-120,49	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 03	int	-120,48	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 04	int	-120,43	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 05	int	-119,42	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 29	int	-21,104	WTMEC2YR
Acoustic Reflex Left Ear, 1KHz, 28	int	-25,78	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 32	int	-57,70	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 43	int	-7,51	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 83	int	-31,50	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 72	int	-57,104	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 73	int	-43,82	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 70	int	-14,132	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 71	int	-14,127	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 76	int	-17,66	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 77	int	-15,96	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 74	int	-12,74	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 75	int	-13,63	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 78	int	-16,62	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 79	int	-20,61	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 04	int	-22,112	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 33	int	-11,51	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 39	int	-34,48	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 31	int	-11,51	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 05	int	-17,94	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 79	int	-24,96	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 78	int	-19,90	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 35	int	-7,51	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 38	int	-38,54	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 75	int	-16,80	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 74	int	-7,65	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 77	int	-12,85	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 61	int	-9,37	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 71	int	-22,78	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 70	int	-28,73	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 73	int	-6,62	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 72	int	-6,71	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 19	int	-98,69	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 18	int	-100,70	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 06	int	-23,79	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 13	int	-109,64	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 12	int	-110,64	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 11	int	-110,79	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 10	int	-111,75	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 17	int	-102,56	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 16	int	-104,59	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 15	int	-106,60	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 14	int	-107,62	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 81	int	-32,50	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 65	int	-16,52	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 64	int	-16,72	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 67	int	-15,110	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 66	int	-16,55	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 61	int	-19,96	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 60	int	-35,127	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 63	int	-15,95	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 62	int	-21,106	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 69	int	-15,132	WTMEC2YR
Acoustic Reflex Right Ear, 1KHz, 68	int	-25,131	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 80	int	-26,98	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 81	int	-25,98	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 82	int	-24,98	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 83	int	-21,98	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 84	int	-18,98	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 03	int	-26,80	WTMEC2YR
Acoustic Reflex Right Ear, 2kHz, 26	int	-80,61	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 01	int	-36,54	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 08	int	-13,83	WTMEC2YR
Acoustic Reflex Left Ear, 2kHz, 09	int	-13,82	WTMEC2YR
Tympanometry-Left Ear, Measurement 34	float	0,2.75	WTMEC2YR
Tympanometry-Left Ear, Measurement 35	float	0,2.75	WTMEC2YR
Tympanometry-Left Ear, Measurement 36	float	0,2.75	WTMEC2YR
Tympanometry-Left Ear, Measurement 37	float	0,3	WTMEC2YR
Tympanometry-Left Ear, Measurement 30	float	0,2.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 31	float	0,2.75	WTMEC2YR
Tympanometry-Left Ear, Measurement 32	float	0,2.75	WTMEC2YR
Tympanometry-Left Ear, Measurement 33	float	0,2.75	WTMEC2YR
Tympanometry-Left Ear, Measurement 38	float	0,2.94	WTMEC2YR
Tympanometry-Left Ear, Measurement 39	float	0,2.78	WTMEC2YR
Tympanometry-Left Ear, Measurement 27	float	0,2.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 26	float	0,2.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 25	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 24	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 23	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 22	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 21	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 20	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 29	float	0,2.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 28	float	0,2.72	WTMEC2YR
Tympanometry-Right Ear, Measurement 29	float	0,1.84	WTMEC2YR
Tympanometry-Right Ear, Measurement 28	float	0,1.88	WTMEC2YR
Tympanometry-Right Ear, Measurement 21	float	0,4	WTMEC2YR
Tympanometry-Right Ear, Measurement 20	float	0,4.19	WTMEC2YR
Tympanometry-Right Ear, Measurement 23	float	0,2.5	WTMEC2YR
Tympanometry-Right Ear, Measurement 22	float	0,3.34	WTMEC2YR
Tympanometry-Right Ear, Measurement 25	float	0,1.47	WTMEC2YR
Tympanometry-Right Ear, Measurement 24	float	0,1.72	WTMEC2YR
Tympanometry-Right Ear, Measurement 27	float	0,1.72	WTMEC2YR
Tympanometry-Right Ear, Measurement 26	float	0,1.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 18	float	0,2.69	WTMEC2YR
Tympanometry-Left Ear, Measurement 19	float	0,2.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 12	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 13	float	0,2.66	WTMEC2YR
Tympanometry-Left Ear, Measurement 10	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 11	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 16	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 17	float	0,2.66	WTMEC2YR
Tympanometry-Left Ear, Measurement 14	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 15	float	0,2.59	WTMEC2YR
Tympanometry-Right Ear, Measurement 58	float	0,1.66	WTMEC2YR
Tympanometry-Right Ear, Measurement 59	float	0,1.5	WTMEC2YR
Tympanometry-Right Ear, Measurement 54	float	0,3.97	WTMEC2YR
Tympanometry-Right Ear, Measurement 55	float	0,4.06	WTMEC2YR
Tympanometry-Right Ear, Measurement 56	float	0,3.94	WTMEC2YR
Tympanometry-Right Ear, Measurement 57	float	0,3.09	WTMEC2YR
Tympanometry-Right Ear, Measurement 50	float	0,4.97	WTMEC2YR
Tympanometry-Right Ear, Measurement 51	float	0,4.59	WTMEC2YR
Tympanometry-Right Ear, Measurement 52	float	0,4.25	WTMEC2YR
Tympanometry-Right Ear, Measurement 53	float	0,3.84	WTMEC2YR
Tympanometry-Left Ear, Measurement 81	float	0,0.38	WTMEC2YR
Tympanometry-Left Ear, Measurement 80	float	0,0.41	WTMEC2YR
Tympanometry-Left Ear, Measurement 83	float	0,0.25	WTMEC2YR
Tympanometry-Left Ear, Measurement 82	float	0,0.34	WTMEC2YR
Tympanometry-Left Ear, Measurement 9	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 8	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 5	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 4	float	0,2.66	WTMEC2YR
Tympanometry-Left Ear, Measurement 7	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 6	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 1	float	0,2.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 3	float	0,2.66	WTMEC2YR
Tympanometry-Left Ear, Measurement 2	float	0,2.66	WTMEC2YR
Tympanometry-Right Ear, Measurement 49	float	0,4.75	WTMEC2YR
Tympanometry-Right Ear, Measurement 48	float	0,3.56	WTMEC2YR
Tympanometry-Right Ear, Measurement 47	float	0,2.53	WTMEC2YR
Tympanometry-Right Ear, Measurement 46	float	0,2.59	WTMEC2YR
Tympanometry-Right Ear, Measurement 45	float	0,2.75	WTMEC2YR
Tympanometry-Right Ear, Measurement 44	float	0,2.56	WTMEC2YR
Tympanometry-Right Ear, Measurement 43	float	0,2.47	WTMEC2YR
Tympanometry-Right Ear, Measurement 42	float	0,2.41	WTMEC2YR
Tympanometry-Right Ear, Measurement 41	float	0,2.28	WTMEC2YR
Tympanometry-Right Ear, Measurement 40	float	0,2.25	WTMEC2YR
Tympanometry-Left Ear, Measurement 78	float	0,0.53	WTMEC2YR
Tympanometry-Left Ear, Measurement 79	float	0,0.44	WTMEC2YR
Tympanometry-Left Ear, Measurement 70	float	0,1.19	WTMEC2YR
Tympanometry-Left Ear, Measurement 71	float	0,1.09	WTMEC2YR
Tympanometry-Left Ear, Measurement 72	float	0,0.97	WTMEC2YR
Tympanometry-Left Ear, Measurement 73	float	0,0.91	WTMEC2YR
Tympanometry-Left Ear, Measurement 74	float	0,0.81	WTMEC2YR
Tympanometry-Left Ear, Measurement 75	float	0,0.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 76	float	0,0.66	WTMEC2YR
Tympanometry-Left Ear, Measurement 77	float	0,0.66	WTMEC2YR
Tympanometry-Right Ear, Measurement 72	float	0,0.81	WTMEC2YR
Tympanometry-Right Ear, Measurement 73	float	0,0.81	WTMEC2YR
Tympanometry-Right Ear, Measurement 70	float	0,0.84	WTMEC2YR
Tympanometry-Right Ear, Measurement 71	float	0,0.84	WTMEC2YR
Tympanometry-Right Ear, Measurement 76	float	0,0.72	WTMEC2YR
Tympanometry-Right Ear, Measurement 77	float	0,0.72	WTMEC2YR
Tympanometry-Right Ear, Measurement 74	float	0,0.78	WTMEC2YR
Tympanometry-Right Ear, Measurement 75	float	0,0.78	WTMEC2YR
Tympanometry-Right Ear, Measurement 78	float	0,0.69	WTMEC2YR
Tympanometry-Right Ear, Measurement 79	float	0,0.66	WTMEC2YR
Tympanometry-Right Ear, Measurement 10	float	0,2.25	WTMEC2YR
Tympanometry-Right Ear, Measurement 11	float	0,2.59	WTMEC2YR
Tympanometry-Right Ear, Measurement 12	float	0,3.06	WTMEC2YR
Tympanometry-Right Ear, Measurement 13	float	0,3.84	WTMEC2YR
Tympanometry-Right Ear, Measurement 14	float	0,4.59	WTMEC2YR
Tympanometry-Right Ear, Measurement 15	float	0,5.06	WTMEC2YR
Tympanometry-Right Ear, Measurement 16	float	0,5.13	WTMEC2YR
Tympanometry-Right Ear, Measurement 17	float	0,4.78	WTMEC2YR
Tympanometry-Right Ear, Measurement 18	float	0,4.03	WTMEC2YR
Tympanometry-Right Ear, Measurement 19	float	0,3.91	WTMEC2YR
Tympanometry-Left Ear, Measurement 69	float	0,1.28	WTMEC2YR
Tympanometry-Left Ear, Measurement 68	float	0,1.38	WTMEC2YR
Tympanometry-Left Ear, Measurement 63	float	0,2.28	WTMEC2YR
Tympanometry-Left Ear, Measurement 62	float	0,2.53	WTMEC2YR
Tympanometry-Left Ear, Measurement 61	float	0,2.72	WTMEC2YR
Tympanometry-Left Ear, Measurement 60	float	0,2.84	WTMEC2YR
Tympanometry-Left Ear, Measurement 67	float	0,1.5	WTMEC2YR
Tympanometry-Left Ear, Measurement 66	float	0,1.66	WTMEC2YR
Tympanometry-Left Ear, Measurement 65	float	0,1.81	WTMEC2YR
Tympanometry-Left Ear, Measurement 64	float	0,2.03	WTMEC2YR
Tympanometry-Right Ear, Measurement 65	float	0,1.13	WTMEC2YR
Tympanometry-Right Ear, Measurement 64	float	0,1.13	WTMEC2YR
Tympanometry-Right Ear, Measurement 67	float	0,1.06	WTMEC2YR
Tympanometry-Right Ear, Measurement 66	float	0,1.09	WTMEC2YR
Tympanometry-Right Ear, Measurement 61	float	0,1.97	WTMEC2YR
Tympanometry-Right Ear, Measurement 60	float	0,1.81	WTMEC2YR
Tympanometry-Right Ear, Measurement 63	float	0,1.19	WTMEC2YR
Tympanometry-Right Ear, Measurement 62	float	0,1.66	WTMEC2YR
Tympanometry-Right Ear, Measurement 69	float	0,0.91	WTMEC2YR
Tympanometry-Right Ear, Measurement 68	float	0,0.91	WTMEC2YR
Tympanometry-Right Ear, Measurement 3	float	0,1.22	WTMEC2YR
Tympanometry-Right Ear, Measurement 2	float	0,1.16	WTMEC2YR
Tympanometry-Right Ear, Measurement 1	float	0,1.06	WTMEC2YR
Tympanometry-Right Ear, Measurement 7	float	0,1.56	WTMEC2YR
Tympanometry-Right Ear, Measurement 6	float	0,1.31	WTMEC2YR
Tympanometry-Right Ear, Measurement 5	float	0,1.19	WTMEC2YR
Tympanometry-Right Ear, Measurement 4	float	0,1.16	WTMEC2YR
Tympanometry-Right Ear, Measurement 9	float	0,1.97	WTMEC2YR
Tympanometry-Right Ear, Measurement 8	float	0,1.78	WTMEC2YR
Tympanometry-Right Ear, Measurement 83	float	0,0.19	WTMEC2YR
Tympanometry-Right Ear, Measurement 82	float	0,0.34	WTMEC2YR
Tympanometry-Right Ear, Measurement 81	float	0,0.47	WTMEC2YR
Tympanometry-Right Ear, Measurement 80	float	0,0.59	WTMEC2YR
Tympanometry-Left Ear, Measurement 58	float	0,3.03	WTMEC2YR
Tympanometry-Left Ear, Measurement 59	float	0,2.94	WTMEC2YR
Tympanometry-Left Ear, Measurement 56	float	0,3.09	WTMEC2YR
Tympanometry-Left Ear, Measurement 57	float	0,3.09	WTMEC2YR
Tympanometry-Left Ear, Measurement 54	float	0,3.38	WTMEC2YR
Tympanometry-Left Ear, Measurement 55	float	0,3.06	WTMEC2YR
Tympanometry-Left Ear, Measurement 52	float	0,3.94	WTMEC2YR
Tympanometry-Left Ear, Measurement 53	float	0,3.81	WTMEC2YR
Tympanometry-Left Ear, Measurement 50	float	0,4.06	WTMEC2YR
Tympanometry-Left Ear, Measurement 51	float	0,3.78	WTMEC2YR
Tympanometry-Right Ear, Measurement 36	float	0,2.69	WTMEC2YR
Tympanometry-Right Ear, Measurement 37	float	0,2.38	WTMEC2YR
Tympanometry-Right Ear, Measurement 34	float	0,2.38	WTMEC2YR
Tympanometry-Right Ear, Measurement 35	float	0,2.63	WTMEC2YR
Tympanometry-Right Ear, Measurement 32	float	0,2.25	WTMEC2YR
Tympanometry-Right Ear, Measurement 33	float	0,2.22	WTMEC2YR
Tympanometry-Right Ear, Measurement 30	float	0,1.75	WTMEC2YR
Tympanometry-Right Ear, Measurement 31	float	0,2.03	WTMEC2YR
Tympanometry-Right Ear, Measurement 38	float	0,2.53	WTMEC2YR
Tympanometry-Right Ear, Measurement 39	float	0,2.56	WTMEC2YR
Tympanometry-Left Ear, Measurement 41	float	0,2.78	WTMEC2YR
Tympanometry-Left Ear, Measurement 40	float	0,2.78	WTMEC2YR
Tympanometry-Left Ear, Measurement 43	float	0,2.84	WTMEC2YR
Tympanometry-Left Ear, Measurement 42	float	0,2.81	WTMEC2YR
Tympanometry-Left Ear, Measurement 45	float	0,3.63	WTMEC2YR
Tympanometry-Left Ear, Measurement 44	float	0,3.03	WTMEC2YR
Tympanometry-Left Ear, Measurement 47	float	0,4.25	WTMEC2YR
Tympanometry-Left Ear, Measurement 46	float	0,4.13	WTMEC2YR
Tympanometry-Left Ear, Measurement 49	float	0,3.91	WTMEC2YR
Tympanometry-Left Ear, Measurement 48	float	0,3.97	WTMEC2YR
Enhancement used first reading	category	1:Yes;2:No;8:Could not obtain	WTMEC2YR
Enhancement used second reading	category	1:Yes;2:No;8:Could not obtain	WTMEC2YR
Enhancement used third reading	category	1:Yes;2:No;8:Could not obtain	WTMEC2YR
Enhancement used fourth reading	category	1:Yes;2:No;8:Could not obtain	WTMEC2YR
Arm selected	category	1:Right;2:Left;8:Could not obtain	WTMEC2YR
60 sec. pulse (30 sec. pulse * 2)	int	40,126	WTMEC2YR
60 sec HR (30 sec HR * 2)	int	54,184	WTMEC2YR
Had alcohol in the past 30 minutes?	category	1:Yes;2:No	WTMEC2YR
Had coffee in the past 30 minutes?	category	1:Yes;2:No	WTMEC2YR
Had food in the past 30 minutes?	category	1:Yes;2:No	WTMEC2YR
Had cigarettes in the past 30 minutes?	category	1:Yes;2:No	WTMEC2YR
Blood Pressure Time in Seconds	int	5,3059	WTMEC2YR
Blood Pressure Status	category	1:Complete;2:Partial;3:Not done	WTMEC2YR
Diastolic  Blood pres (4th rdg) mm Hg	int	0,118	WTMEC2YR
Systolic Blood pres (4th rdg) mm Hg	int	70,226	WTMEC2YR
Systolic  Blood pres (1st rdg) mm Hg	int	72,232	WTMEC2YR
Systolic  Blood pres (2nd rdg) mm Hg	int	74,230	WTMEC2YR
Systolic  Blood pres (3rd rdg) mm Hg	int	74,226	WTMEC2YR
Diastolic Blood pres (3rd rdg) mm Hg	int	0,128	WTMEC2YR
Diastolic Blood pres (2nd rdg) mm Hg	int	0,134	WTMEC2YR
Diastolic  Blood pres (1st rdg) mm Hg	int	0,134	WTMEC2YR
Pulse type	category	1:Radial;2:Brachial;8:Could not obtain	WTMEC2YR
Pulse regular or irregular?	category	1:Regular;2:Irregular	WTMEC2YR
MIL maximum inflation levels (mm Hg)	int	100,260;888:Could not obtain	WTMEC2YR
Coded cuff size	category	1:Infant (6X12);2:Child (9X17);3:Adult (12X22);4:Large (15X32);5:Thigh (18X35)	WTMEC2YR
Triceps Skinfold (mm)	float	2.6,41.1	WTMEC2YR
Weight (kg)	float	2.7,239.4	WTMEC2YR
Head Circumference (cm)	float	32.5,47.3	WTMEC2YR
Body Mass Index (kg/m**2)	float	12.58,84.87	WTMEC2YR
Recumbent Length (cm)	float	45,114.8	WTMEC2YR
Upper Arm Length (cm)	float	9.2,47	WTMEC2YR
Upper Leg Length (cm)	float	20.4,51.2	WTMEC2YR
Subscapular Skinfold (mm)	float	3.2,40.4	WTMEC2YR
Standing Height (cm)	float	79.1,202.7	WTMEC2YR
Waist Circumference (cm)	float	40.7,179	WTMEC2YR
Arm Circumference (cm)	float	10.2,61	WTMEC2YR
Femoral neck area	float	2.27,8.3	WTMEC2YR
Intertrochanter BMC	float	3.42,46.59	WTMEC2YR
Wards triangle BMD	float	0.081,1.712	WTMEC2YR
Calculated DO for femur	float	40.2213,84.4334	WTMEC2YR
Intertrochanter area	float	6.63,34.93	WTMEC2YR
Wards triangle BMC	float	0.09,2.15	WTMEC2YR
Intertrochanter BMD	float	0.394,1.968	WTMEC2YR
Trochanter area	float	1.48,20.52	WTMEC2YR
Total femur area	float	10.59,57.11	WTMEC2YR
Total femur BMC	float	4.9,71.28	WTMEC2YR
Total femur BMD	float	0.326,1.719	WTMEC2YR
Femoral neck BMC	float	0.89,9.17	WTMEC2YR
Total femur BMD invalidity code	category	0:Valid data;1:Jewelry or other objects not removed;2:Non-removable objects such as implants;3:Excessive x-ray noise due to obesity;4:Body parts out of scan region;5:Positioning problem;6:Other (includes panniculus, participant motion, unknown artifact)	WTMEC2YR
Trochanter BMC	float	0.59,21.88	WTMEC2YR
